Word,V.Mean.Sum,A.Mean.Sum,V.Mean.M,V.Mean.F,A.Mean.M,A.Mean.F,V.Mean.Y,V.Mean.O,A.Mean.Y,A.Mean.O
embassy,5.3,3.91,6.25,4.8,3.3,4.42,4.75,5.91,3.64,4.18
embattled,04.05,04.02,4.2,3.96,4.33,3.83,3.95,4.16,4.58,3.46
embezzlement,2.95,4.67,3.45,2.25,5,4.57,3.25,2.73,4.14,5
embezzler,03.05,5.24,2.33,3.38,5.73,4.7,4,1.75,4.9,5.55
emblem,6,2.67,5.25,6.2,4.25,2.29,6.12,5.91,3.2,2.18
embodiment,5.72,3.78,6.4,5.46,3.11,4.44,6.57,5.18,2.71,4.45
embolism,2.14,4.17,1.62,2.46,4.62,3.6,1.75,2.42,4.46,3.8
embrace,7,5.82,6.8,07.07,4.2,6.5,6.9,7.1,4.86,6.5
embroidery,6.53,2.85,5.67,6.67,2.4,3.3,6.17,6.67,1.57,3.54
embryo,5.75,3.7,6.44,5.18,3.55,3.83,5.93,5.33,3.33,3.93
emcee,5.15,04.05,5.56,4.82,2,4.56,05.07,5.33,4,3.89
emerald,7.3,5.33,7.75,7,5.38,5.27,8.12,6.82,5.86,4.6
emerge,5.75,4.74,5.78,5.73,5,4.5,5.86,5.5,4.11,5.14
emergency,2.72,6.43,2.62,2.8,4.43,7.43,2.91,2.43,6.11,6.67
emery,4.74,3.59,4.75,4.73,4.1,3.17,4.75,4.73,3.27,3.91
eminence,5.43,4.5,5.88,5.2,4.6,4.42,5.5,5.36,4.73,4.27
eminent,5.58,4.95,4.4,06.08,3.83,5.4,5.57,5.64,4.71,05.07
emissary,4.76,3.39,4.78,4.75,04.09,2.75,4.43,05.08,04.09,2.75
emission,4.1,3.67,4.56,3.73,4,3.65,4.19,3.75,3.36,4.33
emit,4.81,3.96,5.22,4.5,3.83,04.06,4.88,4.6,3.64,4.5
emotion,6.62,4.75,7.67,6.2,5.12,4.5,7.11,6.25,5.33,4.27
emotional,5.11,5.32,4.89,5.3,5.86,5.21,5.56,4.7,5.2,5.64
empathize,7.1,3.55,6.44,7.58,2.5,3.73,6.33,7.67,3.8,3.47
empathy,7.29,3.62,6.67,7.75,3.17,3.79,6.67,7.75,3.2,3.75
emperor,4.68,4.25,5,4.69,4.17,4.29,4.57,4.91,5.5,3.71
emphasis,5.26,4.1,6,5.12,3.67,4.27,5.5,5,3.57,4.36
emphasize,5.75,4.21,5.88,5.67,3.67,4.53,6.11,5.45,3.75,4.67
emphysema,2.47,4.25,2,2.56,5.25,3.58,2.44,2.5,3.38,4.83
empire,5.36,4.59,5.75,5.14,4.9,4.33,5.18,5.55,4.36,4.82
empirical,4.67,4.14,5.25,4.31,4.8,3.58,5,4.3,3.36,4.91
employ,5.89,3.83,6.11,5.7,3.71,4,6.11,5.7,3.7,04.08
employee,5.29,4.65,5.12,5.38,4.4,4.73,4.92,5.88,4.17,5.38
employer,5.3,04.06,4.8,5.47,5.75,3.54,5.2,5.4,6,3
employment,6,05.02,5.33,6.12,5.14,4.91,6.33,5.7,4.75,5.25
emporium,5.25,4.17,4.89,5.55,4.55,3.83,4.93,6,5,3.64
empress,4.95,3.87,5.44,4.55,4.27,3.5,5.21,4.33,4,3.79
emptiness,3.26,3.18,4.12,2.8,2.4,3.83,3.83,2.64,3.64,2.73
empty,3.78,2.25,3.25,4.2,1.86,2.46,3.55,4.14,1.67,2.73
emu,5.45,4,4.78,5.92,2.6,4.88,4.75,5.86,4.46,3.54
emulate,5.11,4.15,4,5.31,5.14,3.62,5.67,4.6,4.75,3.75
enable,5.13,3.95,6,4.67,4.2,3.75,5,5.27,04.09,3.82
enamel,5.42,3.79,5,5.73,4.44,3.4,5.67,5.2,3.92,3.67
enchanted,7.16,5.27,6.89,7.4,4.88,5.5,6.43,7.58,5.1,5.42
enchanting,6.8,5.56,7,6.73,6,5.33,6.8,6.8,5.6,5.5
enchantment,6.8,5.29,6.33,6.88,5,5.69,6.29,07.08,5.86,5.23
enchantress,5.82,4.1,06.07,5.38,3.91,4.56,5.8,5.83,3.55,4.7
enchilada,6.63,4.39,7.6,6.29,4.17,4.5,7.33,6,4.5,4.25
enclosure,4.6,3.35,4.67,4.59,4.17,3,4.29,4.77,4.57,2.67
encore,6.9,04.09,6.56,7.17,3.5,4.2,6.78,7,5.4,3.71
encounter,5.16,4.67,5,5.19,4.83,4.6,5.2,5.11,5,4.5
encourage,7.16,4.38,07.09,7.25,5.43,3.86,7.5,07.07,5.5,3.36
encouragement,6.7,5.59,7.6,6.4,4.75,5.85,6,7.4,6.83,4.91
encouraging,6.89,4.23,6.64,7,4.88,3.86,6.5,7.18,4.22,4.23
encryption,5.14,4,5.38,4.69,3.29,4.29,4.88,5,3.5,4.29
encyclopedia,6.14,5,5.8,6.25,5.88,4.36,6.17,6.1,4.7,5.33
end,4.73,3.95,4.67,4.8,3.86,4,4.86,4.57,4,3.92
end table,5.25,2.7,5,5.38,3.22,2.27,5.6,4.89,2.12,03.08
endanger,2.67,4.72,2.5,2.77,5,4.42,3,2.5,5.29,4
endangerment,3,4.84,3.22,2.83,4.5,4.94,3,3,4.21,5.7
endearing,7.17,4.17,6.62,7.6,5,3.73,7.44,6.89,4.8,3.58
endeavor,6.42,4.19,5.33,6.92,4.83,3.33,6.8,6,5.44,3.25
endgame,4.23,5.26,5.12,3.85,5.75,5,4.38,4.31,4.89,5.5
ending,4.23,4.19,4,4.62,4.55,4,4.1,4.33,3.91,4.5
endless,4,4.23,3.83,04.08,4.25,4.2,3.78,4.22,4.67,3.92
endorse,5.2,3.17,5.8,5,3.17,3.17,6,4.4,3.1,3.25
endorsement,06.05,3.76,6.42,5.56,4.57,3.36,6,06.06,4,3.55
endowment,6,3.67,6.38,5.77,4.17,3.5,6.17,5.78,3.8,3.57
endurance,6.86,5.6,7.12,6.69,6,5.47,6.92,6.75,5.67,5.5
endure,4.95,3.77,4.78,05.09,2.2,4.12,4.64,5.67,4,3.22
enduring,6.67,3.36,6.4,6.91,2.57,3.73,6.73,6.6,2.8,3.53
enema,3.29,4.13,4.8,2.81,4.92,3.27,2.58,4.22,4.56,3.14
enemy,2.22,5.3,2.62,1.9,5.86,5,2.55,1.71,5.67,5
energetic,7.57,6.1,7.5,7.6,6.12,06.08,7.67,7.5,6.11,06.09
energize,7.43,6,7.75,7.23,06.08,5.92,8,07.08,6.21,5.73
energy,6.9,6.25,6.31,7.88,6.57,06.08,6.92,6.89,6.22,6.27
enforce,5.32,5.3,5,5.5,5.8,5.13,5.36,5.25,5.58,4.88
enforcement,4.67,4.48,4.64,4.69,05.09,3.92,4.5,4.8,5.55,3.5
enforcer,3.81,4.2,4.67,3.47,4.62,3.92,4.22,3.5,4.56,3.91
engage,6.6,5.28,6.6,6.6,5.6,5.15,6.8,6.4,6,4.82
engaged,6.78,5.2,6.39,07.09,5,5.29,6.57,07.06,6.1,4.3
engagement,6.65,5.19,6.4,6.9,5.62,4.92,7.44,6,5.69,4.38
engine,5.48,3.89,6.56,4.81,4.33,3.67,5.9,5.24,4,3.75
engineer,5.79,4.22,6.27,5.12,4.75,04.07,6,5.64,4.43,04.09
engineering,6,3.14,6.36,5.43,3.88,2.71,6.12,5.91,2.11,3.85
engraving,6.17,03.05,6.4,06.08,3.36,2.67,6.57,5.91,2.78,3.27
enhance,6.62,04.04,5.44,7.5,3.67,04.06,6.38,7.4,3.79,4.2
enhancement,6.29,4.39,5.89,6.58,4.82,4,5.57,6.85,5,3.83
enigma,5.35,4.65,4.86,5.62,6.11,3.45,5.7,5,4.38,4.83
enjoy,7.67,5,7,8.2,4.43,5.31,7.27,8.29,5.56,4.55
enjoyable,7.63,4.77,7.5,7.69,5,4.5,6.9,8.44,4.56,4.92
enjoyment,8.37,5.48,8,8.7,5.13,5.66,8.56,8.2,6,05.04
enlarge,5.33,3.87,5.44,5.25,4.36,3.42,5.71,5.23,04.09,3.67
enlargement,4.65,3.86,3.75,4.88,4.5,3.71,4.25,4.92,4.1,3.64
enlighten,7.38,3.23,7,7.73,2.43,3.6,7.45,7.3,1.8,3.65
enlightening,7,5.91,6.88,6.92,5.75,6.21,7.25,6.67,6.22,5.71
enlightenment,6.79,4.52,6.33,6.88,3.17,05.07,6.7,6.89,5.43,04.07
enlist,4.42,3.71,3.67,4.56,4.29,3.54,4.29,4.5,4.43,3.46
ennui,4.13,3.26,4.4,04.06,04.09,2.5,4.12,4.13,3.82,2.75
enormous,5.68,05.05,5.6,5.77,4.83,5.13,5.57,5.82,4.71,5.21
enraged,2.33,5.22,2.67,02.08,6.12,4.81,3,2,5.48,5
enroll,5.94,4.25,5.14,6.45,4.44,4.13,6,5.9,4.25,4.25
enrollment,6.19,3.76,6.33,06.08,4.33,3.72,5.94,7,3.64,4.2
ensemble,5.67,3.86,6.33,5.53,3.83,3.87,5.4,6,2.86,4.36
enslave,2.67,5.35,3.62,02.08,6.2,05.07,3,2.12,5.67,4.88
ensure,5.71,3.57,5.55,5.9,3.82,3.33,5.6,5.82,3.73,3.42
entail,5.35,4.11,4.4,5.67,5.17,3.58,5.5,5.2,4.9,3.12
enter,06.09,4.3,6.38,5.67,5,3.92,6.5,5.6,4.44,4.18
enterprise,6,4,6.67,5.88,4.38,3.75,6.56,5.5,4.62,3.58
enterprising,5.52,4.33,6.36,4.6,4.44,4.25,5.2,5.82,5.22,3.67
entertain,7.21,5.19,7.36,6.71,6.29,4.64,7.12,7.27,4.5,5.62
entertainer,6.48,6.15,5.88,6.85,5.2,6.47,06.08,7.12,6.58,5.5
entertaining,8,5.28,8.12,7.92,5,5.58,8.38,7.83,4.79,5.91
entertainment,7.59,6.42,6.4,8,6.75,6.18,6.92,8.4,5.8,7.11
enthusiasm,7.14,4.18,6.4,7.82,3.29,4.6,6.64,7.7,3.8,4.29
enthusiast,6.65,5.91,6.89,6.45,6.2,5.75,6.57,6.83,5.42,6.44
enthusiastic,7.55,5.9,7,7.69,4.75,6.18,7.62,7.5,5.9,5.91
entice,5.33,4.42,6.25,4.77,5.83,3.94,4.83,6,4.9,04.07
entire,5.67,2.85,5,6.2,2.71,2.92,05.09,6.57,1.78,3.73
entirety,5.95,3.1,06.08,5.67,3.8,2.87,6.33,5.6,4.14,2.54
entitle,4.89,4,4,5.31,4.5,3.4,5.6,4.11,5.11,3.23
entity,5.19,3.48,6.11,4.5,4.27,2.75,5.14,5.23,4,3
entourage,4.9,4,4.4,05.07,3.75,04.08,5.6,4.2,5,3.45
entrails,3.37,4.7,3.54,3,4.2,4.87,3.78,3,4.71,4.69
entrance,06.05,3.7,5.64,6.5,3.73,3.67,6.8,5.36,4,3.42
entrapment,3.3,5.91,3.33,3.27,6.2,5.67,3.57,2.67,5.38,6.21
entree,6.63,3.95,6.33,6.9,4.62,3.57,6.29,6.83,4.6,3.42
entrepreneur,6.14,3.68,5.7,6.55,2.43,4.27,6.18,6.1,3.6,3.71
entrust,6.32,3.2,6.67,6.13,2.6,3.8,5.17,6.75,2.57,3.54
entry,4.95,4.41,5.22,4.73,4,4.69,5.14,4.5,4.42,4.67
envelope,5.95,2.8,6,5.83,5,02.07,6.33,5.6,4.29,2
envious,3.52,5.1,3.83,3.4,4.12,5.75,3,3.73,4.5,5.7
environment,6.7,3.45,7,6.54,4.33,2.73,6.4,7.11,3.38,3.5
environmental,5.5,06.05,5.5,5.38,5.75,6.38,5.62,5.31,6.22,5.92
envision,6.14,3.76,6.33,5.89,4.14,3.57,6.5,06.06,4.3,3.27
envoy,4.9,3.74,5.5,4.67,3.43,3.92,5.22,4.67,4.22,3.3
envy,03.05,4.35,3,03.06,3,4.69,3.25,2.92,4.11,4.55
enzyme,5.14,3.1,5.5,4.67,3.14,03.07,5.25,5.12,2.5,3.64
epic,7.19,4.8,8,6.87,4.62,4.92,7.67,6.83,4.78,4.82
epidemic,02.05,6.18,2,02.08,6.17,6.2,2,2.11,6.67,5.85
epidural,3.65,4.94,3.4,3.73,4.8,5,3.8,3.5,5.29,4.73
epilepsy,2.7,5,2.56,2.82,5.18,4.83,2.93,2.17,4.78,5.14
epileptic,3.32,4.62,3.5,3.18,4.33,4.8,3.11,3.5,4.67,4.58
epiphany,07.06,4.6,6.4,7.31,5.64,3.33,6.86,7.18,4.22,4.91
episode,5,3.67,5,4.86,4.88,2.92,5.38,4.73,3.22,4
epitaph,4.53,3.52,6.33,4.19,4.75,2.77,4.33,4.7,3.67,3.42
epitome,5.67,4.23,5.56,5.75,3.5,4.53,5.22,6,4.4,4.18
equal,6.47,3.52,7,6,3.88,3.31,6.78,6.2,3.92,2.88
equality,6.75,4.73,6.56,6.91,4,5.19,6.79,6.67,3.83,6.33
equalizer,05.05,3.68,4,5.54,3.45,3.91,5.64,4.25,3.64,3.73
equate,6.16,3.84,6.54,5.33,5,3.43,6.78,5.6,6.14,2.5
equation,5.29,3.91,6,4.85,4.46,3.2,6,4.92,4.71,2.67
equator,5.42,4.1,5,5.62,4.17,04.07,5.29,5.55,4.29,4
equestrian,5.71,3.35,5.44,5.92,3.45,3.25,5.43,5.92,3.91,2.83
equilibrium,6.32,2.5,7,6.13,3.75,2.19,6.29,6.33,2.5,2.5
equipment,5.62,03.04,6.38,5.15,4.83,2.44,5.83,5.33,3.4,2.79
equity,5.41,3.91,5.38,5.43,4.9,03.08,4.82,6,3.82,4
equivalent,5.89,3.95,5.8,6,4,3.93,6,5.91,4,3.93
era,5.29,3.62,5.45,5.1,3.82,3.4,5.3,5.27,4.2,03.09
eradicate,3.79,05.09,3.56,4,6.71,4.33,3.89,3.7,5.9,4.42
erase,4.89,3.55,4.5,05.08,4.33,2.6,4.7,5.11,4.44,2.92
eraser,5.64,3.57,5.62,5.38,3.38,3.57,5.38,5.54,3.89,3.36
erect,5.79,5.43,6.27,5.71,6.43,4.93,4.5,6.73,5.33,5.5
erectile,4.5,5.5,3.56,5.27,5,5.56,4.14,5.33,4.58,6.56
erection,7.38,7.37,8.33,7,7.5,7.27,8.67,6.42,7,7.64
ergo,4.86,4,5.57,4.46,4.25,3.71,4.71,4.92,3.56,4.29
erosion,3.79,5.86,3.8,3.85,4.83,6.27,3.14,4.27,5.14,6.21
erotic,5.83,7.27,5,6,6.7,7.75,5.6,6.12,6.55,8
erotica,6.1,6.52,6.92,5,7.71,5.93,5.75,6.18,6.8,6.27
err,3.58,3.68,3.67,3.5,4.5,3.21,4.43,03.08,3.5,3.83
errand,4.68,3.89,4,5,4.81,3.37,4.8,4.56,3.95,3.83
errant,4.43,4.8,4.5,4.38,6,4.4,4.38,4.5,5.25,4.12
erratic,3.21,5.1,2.67,3.47,4.8,5.4,3.17,3.42,5,5.15
erroneous,4.38,4.64,4.2,4.55,3.29,5.27,4.27,4.5,4.4,4.71
error,3.36,4.43,3.43,3.25,4.82,4,3.5,3.25,3.64,5.3
erupt,5.14,6.41,5.78,4.67,6.17,6.6,5.11,5.17,6.6,6.35
eruption,4.74,06.09,5.44,4.1,6.62,5.79,5.57,4.25,5.9,6.25
escalate,04.05,6.25,4.5,3.87,6,6.42,3.67,4.2,6,6.5
escalating,4.76,4.5,5.33,4.33,3.83,4.94,4.69,5,4.43,5
escalation,4.82,4.91,5,4.71,5.5,4.42,5.17,4.4,4.18,5.64
escalator,5.95,4.55,7,5.31,6.4,3.93,6.54,5,4.75,4.25
escape,5.5,4.55,5.62,5.4,5.29,4.15,5.64,5.29,4.56,4.55
escort,5.35,5.32,5.67,05.09,4,5.69,5.21,5.67,4.5,6.33
escrow,4.56,3.11,6,4,3.56,2.67,5,4.27,2,4.22
esophagus,4.5,3.76,4.56,4.46,3.1,4.2,5.12,4.14,4.25,3.31
espionage,04.05,5.5,4.6,3.87,6.6,05.08,5,3.1,6.43,4.91
espresso,6.68,5.25,7.33,6.87,4.5,6,7.5,6.67,4.43,5.69
esquire,5.67,2.9,5.4,5.77,3.55,2.11,5.14,6,2.78,3
essay,4.9,4,4.67,5,3.88,04.09,5.89,04.09,4.33,3.7
essence,6.75,3.86,6.45,7,3.17,4,6.6,6.86,4.6,3.65
essential,6.26,4.3,6,6.6,4.6,4,6.33,6.58,4,4.46
establish,5.58,3.72,5.82,5.25,4.5,3.5,6,5.27,4.14,3.45
estate,5.65,3.45,5.86,5.54,3.78,3.18,5.1,6.33,2.62,4
esteem,6.38,3.91,6,6.62,4.83,3.59,6.17,6.67,4.3,3.62
esteemed,5.95,4.72,6,5.93,3,5.38,6.5,5.4,4.86,4.64
estimate,5.95,3.41,5.56,6.25,2.67,3.6,5.67,6.17,4.2,3.18
estimation,4.67,3.18,4.7,4.64,2.29,3.6,4.82,4.5,3,3.24
estranged,3.67,3.95,3.89,3.5,3.5,4,4.22,3.25,5,3.65
estrogen,5.22,4.45,4.6,5.46,4.36,4.56,5.57,5,3.22,5.45
eternal,6.76,3.59,5.8,7.64,3.29,3.73,6.18,7.4,2.8,3.82
eternity,06.05,3.77,5.89,6.18,3,4.19,6,6.17,3.42,4.56
ether,4.63,4.81,4.78,4.5,4.25,5.15,4.78,4.5,4.85,4.75
ethic,6,3.57,5.71,6.5,3.55,3.89,5.5,6.42,3,4.2
ethical,5.78,3.78,5.7,5.88,3.75,3.79,5.88,5.7,4.14,3.55
ethics,6,3.71,6.12,5.92,4.5,3.44,6.58,5.22,3.9,3.57
ethnic,5.36,3.55,4.75,5.46,4.25,03.08,5,5.31,3.67,3.46
etiquette,6,3.71,5.67,06.06,3.88,3.62,6,6,3.56,3.83
eucalyptus,06.05,3.1,5.2,6.33,2.75,3.33,6.12,6,3.33,2.91
eulogy,3.43,4.16,3.2,3.53,4.12,4.18,3.33,3.56,4.7,3.56
euphemism,05.05,3.48,5.56,4.67,04.09,2.92,5.14,5,4.27,2.75
euphoria,7.26,5.68,7.44,7.1,6.25,5.36,6.86,7.5,6.3,5.17
euphoric,7.8,5.25,7.57,7.92,5.22,5.27,7.8,8,5.12,5.33
euro,5.35,3.57,5,5.41,3.86,3.62,5.29,5.38,5.29,2.85
euthanasia,3.3,5.18,3.22,3.36,5.2,5.17,3.14,3.67,4.12,5.79
evacuate,3.4,5.17,2.8,3.6,5.67,4.92,3.2,3.6,6,4.12
evacuation,4.23,5.24,4.57,3.62,5.55,5.22,4.5,4,4.36,6.2
evade,4.55,5.91,5.25,04.08,5.38,6.5,4.25,4.69,5.78,6
evaluate,5.1,3.78,4.6,5.25,4.33,3.18,05.08,5.11,3.62,4.14
evaluation,4.86,5.89,5.6,4.62,6.75,5.27,5.17,4.5,6.2,5.56
evaporate,5.4,4,6,05.08,3.7,4.25,5.36,5.44,4.22,3.85
evasion,3.36,4.77,3.44,3.31,4.5,4.94,3.88,03.07,4.46,05.08
evasive,3.24,3.39,3.22,3.25,3.64,3.17,3.43,3.15,3.82,3
evening,07.09,3.1,6.83,7.2,3.14,03.07,6.86,7.57,3.33,2.92
evens,5.33,3.7,4.5,5.67,3.62,3.75,5.33,5.33,3.89,3.55
event,6.21,5.1,5.85,6.4,3.71,5.79,6.18,6.25,5.4,4.82
eventual,05.05,3.42,4.25,5.64,3.56,3.33,5.33,4.8,3.25,3.58
everlasting,6.55,3.85,7.33,6,3.6,4,6,6.86,04.08,3.62
everyday,5.47,3.14,4.5,5.92,3,3.3,5.6,5.33,2.67,3.46
everyman,5.42,3.52,4.67,5.56,4,3.33,5.2,5.67,3.29,3.64
evict,2.63,4.73,2.82,2.43,5,4.57,3.25,2.18,3.89,5.31
eviction,3,4.67,3.14,2.75,5.18,4.44,3.9,2.25,3.64,5.8
evidence,4.72,3.9,3.5,5.7,5,3.31,3.82,6.14,3.22,4.45
evident,5.1,3.76,5,5.17,3.33,3.94,5.12,5,3.71,3.9
evidentiary,4.5,4.22,4.12,4.54,4.5,4,4.38,4.38,4.67,3.93
evil,2.34,5.67,3,2,4.67,6.17,2.11,2.52,5.4,6
evolution,5.35,6.3,5.27,5.44,8.14,5.31,5.36,5.33,6.64,5.89
evolutionary,5.62,5.59,4.8,5.88,6.17,4.9,5.67,5.56,06.07,4.57
evolve,5.7,4.46,5.78,5.64,3.8,4.88,5.29,5.92,5.31,3.62
ex,2.7,4.79,2.29,2.88,4.5,4.92,2.36,3,4.18,5.62
exact,5.58,3.95,6,5.46,4.5,3.73,5.14,5.91,3.43,4.21
exacting,5.42,4.45,5.67,5.38,4.17,4.57,4.9,6,4.5,4.43
exaggerate,4.36,4.48,4.5,4.29,4.44,4.5,4.18,4.55,4.18,4.8
exaggeration,4.19,5.8,4.17,4.22,6.43,5.46,4,4.24,5.7,5.9
exam,4.33,5.17,4.18,4.5,5,5.33,4.2,4.45,5.18,5.17
examination,05.05,4.5,05.07,5,4.64,4.62,4.9,5.17,3.9,5.1
examine,5.61,3.95,5,5.85,3.73,4.22,5.29,5.82,3.44,4.36
examiner,4.29,3.7,4,4.27,4.1,3.3,3.83,4.36,3,04.08
example,4.9,3.55,4.92,4.88,4.29,3.15,4.58,5.33,3.56,3.55
excavation,4.89,4.64,5.22,4.6,5.1,4.25,4.69,5.33,5.25,4.29
exceed,4.79,5.52,5,4.75,5.17,5.67,5.3,4.22,6.43,05.07
excel,5.95,4.85,5.33,06.06,5.38,4.5,6,5.9,4.5,05.08
excellence,7.87,5.3,7.81,7.86,5.6,5,7.62,8,5.57,5.15
excellent,7.56,5.15,6.5,8.4,5,5.23,7,8.43,4.78,5.45
excelsior,5.95,4,5.6,06.08,4.5,3.8,6.14,5.82,3.86,04.07
exception,5.25,4.35,5.2,5.3,05.09,3.67,5.2,5.3,4.82,3.92
exceptional,7.32,5,6.33,8.2,5.57,4.93,7.67,7,4.7,5.5
excess,4.29,5.42,4.83,04.07,6,05.08,3.67,4.53,5.7,5.11
excessive,4.37,3.73,4.17,4.46,04.09,3.36,5,3.5,3.18,4.27
exchange,5.9,4.76,6,5.8,5.25,4.46,6,5.82,4.92,4.5
excitable,5.68,5.43,5.93,5.25,5.45,5,5.4,5.92,4.55,6.4
excite,7.79,6.61,7.33,8.2,7.29,6.53,8.33,7.3,5.9,7.5
excited,8.11,6.43,7.75,8.4,5,7.14,7.91,8.43,6.89,06.08
excitement,7.62,6.21,7.89,7.39,5.6,6.54,7.7,7.53,6.22,6.2
exciting,7.95,6.95,7.69,8.33,6.71,07.08,8,7.9,6.56,7.27
exclamation,6.85,5.4,6.78,6.91,5.17,5.56,6.88,6.75,05.07,6
exclude,3.55,4.81,3.4,3.7,5,4.69,3.33,3.73,05.08,4.38
exclusive,4.5,5,4.11,4.82,3.8,5.25,4.5,4.5,4.5,5.44
excrement,2,4.64,1.83,02.08,4.42,4.9,2,2,4.67,4.62
excruciating,2.1,5.3,2.17,02.07,6,4.83,2,2.17,6.11,4.64
excursion,5.83,4.26,6.2,5.57,5.5,3.82,5.54,6.18,5.8,03.08
excuse,4.52,3.61,5.44,3.83,3.75,3.52,4.86,4.31,3.72,3.54
exec,4.86,3.71,5.5,4.46,3.54,3.91,5.62,4.58,4.14,3.1
execute,3.94,5.79,3,4.31,6.1,5.44,4.57,3.55,3.89,7.5
execution,2.28,6,2.15,2.39,6.12,5.92,2.44,2.19,5.33,6.5
executioner,2.23,6.59,3,1.46,6.38,6.69,1.25,2.54,6.56,6.62
executive,4.95,4.32,4,5.8,4.71,4.21,4.78,5.1,4.8,4
executor,3.95,5.1,4.38,3.69,5,5.13,4,3.88,5.75,4.12
exemplary,5.58,4.79,6,5.27,3.56,5.53,5.11,6,4.67,4.92
exempt,4.84,4.43,4.17,5.15,5.17,3.44,5,4.67,5.33,3.75
exemption,5.37,4.17,5.25,5.45,3.78,4.4,4.78,5.9,3.83,4.5
exercise,6.33,5.41,6.18,6.35,4.88,5.71,6.29,6.36,4.6,06.08
exert,5.47,4.64,6.14,05.08,4.9,4.42,5.55,5.38,4.67,4.62
exhale,6.11,3.75,7,5.94,4.25,3.42,6.89,5.4,2.89,4.45
exhaust,4,4.26,4.27,3.7,4.36,4.17,4.3,3.73,4.45,04.08
exhaustion,3.21,4.52,2.78,3.6,4.5,4.54,2.33,4,4.62,4.38
exhaustive,4.24,4.5,5.75,3.31,6,4,4.62,3.62,4.75,4.12
exhibit,5.77,5.48,6.12,5.31,6,5.21,5.88,5.46,5.67,5.36
exhibition,5.53,5.38,4.6,5.92,5.5,5.33,5.14,5.82,5.43,5.36
exhilarated,6.9,6.55,6.88,6.92,6.2,6.67,6.77,7.12,6.25,7
exhilarating,7.39,6.83,7.2,7.62,8.25,6.43,7.86,07.09,6.43,07.09
exhumation,2.89,4.5,3.25,2.64,4.33,4.6,2.78,3,4.33,4.67
exhume,3.95,4.5,3.78,04.09,4.8,4.25,4,3.83,3.88,4.86
exile,3.32,5.87,3.88,3.15,6.75,5.64,2.75,3.85,6.78,5.29
exist,5.9,4,5.92,5.88,4.43,3.77,6,5.78,3.89,04.09
existence,6.25,4.38,6,6.45,4.2,4.4,6,6.83,3.5,5.62
existential,5.86,4.28,5.89,5.83,3.83,4.5,6.12,5,3.93,4.9
existing,4.83,05.05,4.5,5,5.33,4.67,4.78,4.89,5,05.08
exit,5.35,3.18,6,5,3.7,2.75,5.27,5.44,3.89,2.69
exodus,4.63,4.45,4.69,4.5,5.6,04.07,5,4.3,5.71,3.77
exonerate,5.44,3.83,5.9,4.88,5,3.5,5.75,5.2,4.29,3.55
exorcism,3.15,5.96,3.88,2.67,5.89,6,2,04.09,5.33,6.58
exorcist,3.76,6.29,4.25,3.11,6.57,6.14,3.25,3.88,6.6,6
exotic,7.55,6.9,7.45,7.67,7.57,6.54,7.18,8,6.64,7.22
expand,5.35,3.3,5.29,5.38,3.67,3,5.6,5.11,3.12,3.42
expansion,6.4,5.7,7.29,5.92,7,5.27,6.83,5.75,6.42,4.62
expect,5.95,4.86,6.17,5.86,4.14,5.21,6.15,5.57,5,4.75
expectancy,6.32,4.35,5.56,7,4.71,4.27,6.33,6.3,4.5,4.33
expectation,6.1,4.5,5.56,6.5,3.5,4.93,5.44,6.58,5.4,4.24
expedient,5.3,4.55,4.78,5.73,2.6,05.06,5.14,5.67,4.42,4.56
expedite,6.1,4.86,6,6.12,5.57,4.69,5.86,6.23,5.14,4.92
expedition,6.53,4.5,6.45,6.29,4.88,4.29,6.38,6.64,3.89,4.92
expel,3.75,4.24,2.25,4.12,4.25,4.24,3.12,4.17,4.3,4.18
expendable,3.85,5.11,4.8,3.53,6.2,4.69,3.9,3.8,5.86,4.64
expense,3.9,4.82,4.1,3.73,3.14,5.6,4.27,3.5,4,05.06
expensive,3.36,6.1,3.85,2.67,6,6.15,3.5,3.2,5.78,6.36
experience,6.89,3.71,5.88,7.7,3.29,3.93,6.55,7.43,2.44,4.67
experiment,06.05,4.86,7.14,5.46,4.5,5.17,6.18,5.89,5.33,4.54
experimental,5.65,5.57,6,5.3,5.88,5.38,5.11,06.09,6,4.88
experimentation,6,5.52,6,6,6.14,5.31,5.43,6.31,6.57,05.08
expert,6.74,04.05,7.44,6.1,4.5,3.75,6.71,6.75,4.67,3.55
expertise,6.1,5.95,6.73,5.33,5.71,06.08,5.82,6.44,5.82,6.11
expiration,3.45,4.29,2.9,4,4.75,4,2.67,04.09,4.46,4
expire,3.16,4,3.67,03.06,4.83,3.64,3.6,2.67,3.86,04.08
explain,5.41,4,5.5,5.33,3.57,4.21,5.36,5.43,3.89,04.08
explanation,6.38,04.05,6.33,6.4,4.75,3.58,6,6.53,4.6,3.5
explicit,4.82,5.23,5.75,4.29,5.82,4.64,5,4.6,5.91,4.55
explode,4.38,5.32,5.3,3.55,5.29,5.33,4.45,4.3,2.8,06.06
exploit,3.65,5.24,4.8,2.5,5.38,5.15,3.56,3.73,5.23,5.25
exploitation,2.89,6.1,2.33,3,6,6.15,2.11,3.6,5.78,6.33
exploration,6.71,5,6.56,6.83,3.83,5.53,6.67,6.75,3.4,5.47
